"We now have 4-month-old mice that are non-diabetic that used to be diabetic," he added.	« Nous avons à présent des souris de 4 mois qui ne sont pas diabétiques alors qu'elles l'étaient auparavant », a-t-il ajouté.	« Nous avons maintenant des souris de 4 mois qui ne sont pas diabétiques et qui étaient auparavant diabétiques », a-t-il ajouté.	"We now have four-month-old mice that are not diabetic when they were before," he added.
It is obvious enough that the world has changed much because of humankind's scientific and technological advancements, and problems have become greater because of overpopulation and mankind's extravagant lifestyle.	Il est clair que le monde a beaucoup changé grâce aux progrès scientifiques et technologiques réalisés par les êtres humains, et que les problèmes sont devenus plus importants en raison de la surpopulation et du mode de vie extravagant de l'humanité.	Il est assez évident que le monde a beaucoup changé en raison des progrès scientifiques et technologiques de l'humanité, et les problèmes sont devenus plus grands en raison de la surpopulation et du mode de vie extravagant de l'humanité.	It is clear that the world has changed a great deal because of the scientific and technological advances made by human beings, and that the problems have become more important because of the overpopulation and extravagant way of life of mankind.
After its adoption by Congress on July 4, a handwritten draft signed by the President of Congress John Hancock and the Secretary Charles Thomson was then sent a few blocks away to the printing shop of John Dunlap.	Après son adoption par le Congrès le 4 juillet, un projet manuscrit signé par le président du Congrès John Hancock et le secrétaire Charles Thomson a ensuite été envoyé à quelques rues de là, à l'imprimerie de John Dunlap.	Après son adoption par le Congrès le 4 juillet, un projet manuscrit signé par le président du Congrès John Hancock et le secrétaire Charles Thomson a ensuite été envoyé à quelques rues de l'imprimerie de John Dunlap.	After its adoption by Congress on July 4, a handwritten project signed by Congress President John Hancock and Secretary Charles Thomson was then sent to a few streets from there, to John Dunlap's printing house.
Through the night between 150 and 200 copies were made, now known as "Dunlap broadsides".	Pendant la nuit, entre 150 et 200 exemplaires ont été faits, aujourd’hui connus sous le nom de « Dunlap Broadsides ».	Durant la nuit, entre 150 et 200 exemplaires ont été réalisés, désormais appelés "Dunlap Broadsides".	During the night, between 150 and 200 copies were made, now known as "Dunlap Broadsides".
The first public reading of the document was by John Nixon in the yard of Independence Hall on July 8.	La première lecture publique du document a été faite par John Nixon dans la cour de l'Independence Hall le 8 juillet.	La première lecture publique du document a été faite par John Nixon dans la cour de la Salle de l'Indépendance le 8 juillet.	The first public reading of the document was made by John Nixon in the courtyard of Independence Hall on 8 July.
One was sent to George Washington on July 6, who had it read to his troops in New York on July 9. A copy reached London on August 10.	L’un d’eux a été envoyé à George Washington le 6 juillet, qui l’a fait lire à ses troupes à New York le 9 juillet. Une copie est parvenue à Londres le 10 août.	L'un a été envoyé à George Washington le 6 juillet, qui l'a fait lire à ses troupes à New York le 9 juillet, une copie est arrivée à Londres le 10 août.	One of them was sent to George Washington on 6 July, which made him read to his troops in New York on 9 July. A copy arrived in London on 10 August.
The 25 Dunlap broadsides still known to exist are the oldest surviving copies of the document. The original handwritten copy has not survived.	Les 25 feuilles Dunlap dont on connaît encore l'existence sont les plus anciennes copies du document. La copie manuscrite originale n'a pas survécu.	Les 25 larges pans de Dunlap encore connus pour exister sont les plus anciennes copies survivantes du document. La copie manuscrite originale n'a pas survécu.	The 25 Dunlap sheets that are still known to exist are the oldest copies of the document. The original handwritten copy did not survive.
Many paleontologists today believe that one group of dinosaurs survived and is alive today. We call them birds.	De nombreux paléontologues pensent aujourd’hui qu’un groupe de dinosaures a survécu et est toujours en vie. On les appelle les oiseaux.	Beaucoup de paléontologues croient aujourd'hui qu'un groupe de dinosaures a survécu et est vivant aujourd'hui. Nous les appelons oiseaux.	Many paleontologists today think that a group of dinosaurs has survived and is still alive. They are called birds.
Many people don't think about them as dinosaurs because they have feathers and can fly.	Peu de gens les considèrent comme des dinosaures étant donne qu'ils ont des ailes et peuvent voler.	Beaucoup de gens ne pensent pas à eux comme des dinosaures parce qu'ils ont des plumes et peuvent voler.	Few people consider them dinosaurs being given that they have wings and can fly.
But there are a lot of things about birds that still look like a dinosaur.	Mais il y a beaucoup de choses sur les oiseaux qui ressemblent encore à un dinosaure.	Mais il y a beaucoup de choses sur les oiseaux qui ressemblent encore à un dinosaure.	But there are many things about birds that still look like a dinosaur.
They have feet with scales and claws, they lay eggs, and they walk on their two back legs like a T-Rex.	Ils ont des pattes recouvertes d'écailles et pourvues de griffes, ils pondent des œufs et marchent sur leurs deux pattes arrière comme des T-Rex.	Ils ont des pieds avec des écailles et des griffes, ils pondent des œufs, et ils marchent sur leurs deux pattes arrière comme un T-Rex.	They have legs covered with scales and with claws, they lay eggs and walk on their two back legs like T-Rex.
