"We now have 4-month-old mice that are non-diabetic that used to be diabetic," he added.	"Abbiamo topi di quattro mesi che prima erano diabetici e ora non lo sono più", ha aggiunto.	"Ora abbiamo topi di 4 mesi che non sono diabetici che un tempo erano diabetici," ha aggiunto.	"We have four-month-old mice who were diabetics and now they are no longer diabetics," he added.
Both Assassin-bugs and Bed-bugs are nidicolous, adapted to living in nest or housing of their host.	Sia le cimici assassine che le cimici dei letti sono nidicole, ossia adattate a vivere nel nido o nell'abitazione del loro ospite.	Sia Assassin-bugs che Bed-bugs sono nidicoli, adattati a vivere in nido o alloggi del loro ospite.	Both the killer bedbugs and the bedbugs are nestling, that is adapted to live in the nest or in the home of their host.
Across the United States of America, there are approximately 400,000 known cases of Multiple Sclerosis (MS), leaving it as the leading neurological disease in younger and middle aged adults.	Negli Stati Uniti d'America la sclerosi multipla (SM) fa registrare circa 400.000 casi noti, collocandosi al primo posto tra le malattie neurologiche che colpiscono i giovani e gli adulti di mezza età.	In tutti gli Stati Uniti d'America, ci sono circa 400.000 casi noti di sclerosi multipla (MS), lasciandolo come la principale malattia neurologica negli adulti più giovani e di mezza età.	In the United States of America, multiple sclerosis (MS) accounts for about 400,000 known cases, ranking first among neurological diseases affecting young people and middle-aged adults.
MS is a disease that affects the central nervous system, which is made up of the brain, the spinal cord and the optic nerve.	La SM è una patologia che colpisce il sistema nervoso centrale, di cui fanno parte cervello, midollo spinale e nervo ottico.	La sclerosi multipla è una malattia che colpisce il sistema nervoso centrale, che è costituito dal cervello, il midollo spinale e il nervo ottico.	MS is a disease that affects the central nervous system, of which are part of the brain, spinal cord and optic nerve.
Research has found that females are two times more likely to have MS then males.	La ricerca ha evidenziato che le probabilità di sviluppare la SM tra le femmine sono doppie rispetto ai maschi.	La ricerca ha trovato che le femmine sono due volte più probabilità di avere SM poi maschi.	The research showed that the chances of developing MS among females are double compared to males.
A couple may decide it is not in their best interest, or in the interest of their child, to raise a baby.	Una coppia può decidere che crescere un bambino non è nel suo interesse, o in quello del proprio figlio.	Una coppia può decidere che non è nel loro interesse, o nell'interesse del loro bambino, crescere un bambino.	A couple may decide that raising a child is not in their own interest, or that of their own child.
These couples may choose to make an adoption plan for their baby.	Queste coppie hanno la possibilità di scegliere un piano di adozione per loro figlio.	Queste coppie possono scegliere di fare un piano di adozione per il loro bambino.	These couples have the opportunity to choose an adoption plan for their child.
In an adoption, the birth parents terminate their parental rights so that another couple may parent the child.	In un'adozione, i genitori naturali rinunciano ai propri diritti parentali così che un'altra coppia possa allevare il bambino.	In un'adozione, i genitori nati terminano i loro diritti genitoriali in modo che un'altra coppia può genitore il bambino.	In one adoption, natural parents give up their parental rights so that another couple can raise the child.
Science’s main goal is to figure out the way the world works through the scientific method. This method in fact guides most scientific research.	L'obiettivo primario della scienza è comprendere il modo in cui funziona il mondo attraverso il metodo scientifico. Questo metodo guida di fatto la maggior parte dell'indagine scientifica.	L'obiettivo principale della scienza è quello di capire il modo in cui il mondo lavora attraverso il metodo scientifico. Questo metodo di fatto guida la maggior parte della ricerca scientifica.	The primary objective of science is to understand the way in which the world works through the scientific method. This method guides most of the scientific investigation in fact.
It isn’t alone though, experimentation, and an experiment is a test that is used to eliminate one or more of the possible hypotheses, asking questions, and making observations also guide scientific research.	Ma non si tratta solo della sperimentazione, posto che un esperimento è un test che si usa per escludere uno o più delle possibili ipotesi; anche porre domande e fare osservazioni consente di orientare la ricerca scientifica.	Tuttavia, non è solo, la sperimentazione, e un esperimento è un test che viene utilizzato per eliminare una o più delle ipotesi possibili, facendo domande, e facendo osservazioni anche guidare la ricerca scientifica.	But this is not just about experimentation, because an experiment is a test that is used to exclude one or more of the possible hypotheses; even asking questions and making observations makes it possible to orient scientific research.
Naturalists and philosophers focused on classical texts and, in particular, on the Bible in Latin.	Naturalisti e filosofi si focalizzarono sui testi classici, in particolar modo sulla versione latina della Bibbia.	Naturalisti e filosofi si sono concentrati sui testi classici e, in particolare, sulla Bibbia in latino.	Naturalists and philosophers focused on classical texts, especially the Latin version of the Bible.
Accepted were Aristotle's views on all matters of science, including psychology.	Erano accettate le opinioni di Aristotele sulle varie materie della conoscenza, inclusa la psicologia.	Accettato sono state le opinioni di Aristotele su tutte le questioni di scienza, compresa la psicologia.	Aristotle's views on the various subjects of knowledge, including psychology, were accepted.
As knowledge of Greek declined, the West found itself cut off from its Greek philosophical and scientific roots.	Con il progressivo declino della lingua greca, l’Occidente è stato isolato dalle sue radici greche filosofiche e scientifiche.	Come la conoscenza del greco declinato, l'Occidente si è trovato tagliato fuori dalle sue radici filosofiche e scientifiche greche.	With the progressive decline of the Greek language, the West has been isolated from its philosophical and scientific Greek roots.
Many observed rhythms in physiology and behavior often crucially depend on the presence of endogenous cycles and their production through biological clocks.	In molti hanno osservato che i ritmi fisiologici e il comportamento dipendono in maniera determinante dalla presenza di cicli endogeni e dalla loro produzione tramite gli orologi biologici.	Molti ritmi osservati in fisiologia e comportamento spesso dipendono in modo cruciale dalla presenza di cicli endogeni e dalla loro produzione attraverso orologi biologici.	Many have observed that physiological rhythms and behavior depend decisively on the presence of endogenous cycles and their production through biological clocks.
Periodic rhythms, which are not simply responses to external periodic cues, have been documented for most living beings, including bacteria, fungi, plants, and animals.	Sono stati documentati ritmi periodici, che non sono solamente delle reazioni a segnali periodici esterni, relativamente a gran parte degli esseri viventi, inclusi batteri, funghi, piante e animali.	Per la maggior parte degli esseri viventi sono stati documentati ritmi periodici, che non sono semplicemente risposte a segnali periodici esterni, tra cui batteri, funghi, piante e animali.	Periodic rhythms have been documented, which are not only reactions to external periodic signals, relative to most living beings, including bacteria, fungi, plants and animals.
