"We now have 4-month-old mice that are non-diabetic that used to be diabetic," he added.	«Actualmente, tenemos ratones de cuatro meses de edad que antes solían ser diabéticos y que ya no lo son», agregó.	"Ahora tenemos ratones de 4 meses que no son diabéticos que solían ser diabéticos", agregó.	"Currently, we have four-month-old mice who used to be diabetic and who are no longer diabetic," he added.
Also, make sure to pronounce r and rr differently: caro means dear, whereas carro means chariot.	Asimismo, asegúrese de respetar la diferencia en la pronunciación de la r y la rr. Por ejemplo, caro significa costoso, mientras que carro quiere decir automóvil.	Además, asegúrese de pronunciar r y r diferente: caro significa querido, mientras que Carro significa carro.	Also, be sure to respect the difference in the pronunciation of r and r. For example, expensive means expensive, while car means automobile.
Persian has a relatively easy and mostly regular grammar.	La lengua persa tiene una gramática relativamente sencilla y en su mayor parte regular.	El persa tiene una gramática relativamente fácil y en su mayoría regular.	The Persian language has a relatively simple grammar and for the most part regular.
Therefore, reading this grammar primer would help you learn much about Persian grammar and understand phrases better.	Por ello, la lectura de este manual de gramática lo ayudará a aprender mucho sobre las reglas gramaticales persas y a lograr una mejor comprensión de las frases.	Por lo tanto, leer este manual de gramática le ayudaría a aprender mucho sobre la gramática persa y entender mejor las frases.	Therefore, reading this grammar manual will help you learn a lot about Persian grammar rules and achieve a better understanding of phrases.
Needless to say, if you know a Romance language, it will be easier for you to learn Portuguese.	No es necesario aclarar que, si domina alguna lengua romance, le resultará más sencillo aprender portugués.	Huelga decir que si conoces un idioma románico, será más fácil para ti aprender portugués.	It is not necessary to clarify that, if you master any romance language, you will find it easier to learn Portuguese.
However, people who know a little Spanish may hastily conclude that Portuguese is close enough that it need not be studied separately.	No obstante, aquellos que hablan algo de español pueden arribar a la apresurada conclusión de que el portugués es bastante similar y que es innecesario estudiarlo en forma individual.	Sin embargo, las personas que conocen un poco de español pueden concluir apresuradamente que el portugués está lo suficientemente cerca como para que no necesite ser estudiado por separado.	However, those who speak some Spanish may come to the hasty conclusion that Portuguese is quite similar and that it is unnecessary to study it individually.
Pre-modern observatories are usually obsolete today, and remain as museums, or sites of education.	En la actualidad, por lo general, los observatorios premodernos han quedado obsoletos y permanecen funcionando como museos o destinos educativos.	Los observatorios pre-modernos son generalmente obsoletos hoy en día, y permanecen como museos, o lugares de educación.	At present, pre-modern observatories have generally become obsolete and remain functioning as museums or educational destinations.
As light pollution in their heyday was not the kind of problem it is today, they are usually located in cities or at campuses, easier to reach than those built in modern times.	Dado que, en su auge, la contaminación lumínica no era un problema de gran magnitud como lo es hoy, es frecuente encontrarlos en ciudades o en campus, siendo de más fácil acceso que aquellos que se construyen en los tiempos modernos.	Como la contaminación lumínica en su apogeo no era el tipo de problema que es hoy en día, por lo general se encuentran en ciudades o en campus, más fácil de alcanzar que los construidos en tiempos modernos.	Since, at its peak, light pollution was not a major problem as it is today, it is common to find them in cities or on campuses, being easier to access than those built in modern times.
Most modern research telescopes are enormous facilities in remote areas with favorable atmospheric conditions.	La mayor parte de los telescopios de investigación actuales consisten en inmensas estructuras instaladas en áreas alejadas con condiciones atmosféricas propicias.	La mayoría de los telescopios de investigación modernos son enormes instalaciones en zonas remotas con condiciones atmosféricas favorables.	Most of the current research telescopes consist of immense structures installed in remote areas with favorable atmospheric conditions.
Cherry blossom viewing, known as hanami, has been a part of Japanese culture since the 8th century.	La contemplación de los cerezos en flor, denominada hanami, es tradicional de Japón desde el siglo VIII.	La observación de la flor de cereza, conocida como hanami, ha sido parte de la cultura japonesa desde el siglo VIII.	The contemplation of cherry blossoms, called Hanami, has been traditional in Japan since the 8th century.
The concept came from China where plum blossoms were the flower of choice.	El concepto vino de China, donde la flor del ciruelo era la más apreciada.	El concepto vino de China, donde las flores de ciruelo eran la flor preferida.	The concept came from China, where the plum blossom was the most appreciated.
In Japan, the first cherry blossom parties were hosted by the emperor only for himself and other members of the aristocracy around the Imperial Court.	Fue el emperador de Japón quien organizó las primeras celebraciones de los cerezos, solo para él y otros integrantes de la aristocracia de la Corte Imperial.	En Japón, las primeras fiestas en flor de cerezo fueron organizadas por el emperador sólo para él y otros miembros de la aristocracia alrededor de la Corte Imperial.	It was the emperor of Japan who organized the first celebrations of the cherry trees, only for him and other members of the Imperial Court aristocracy.
Plants look their best when in a natural environment, so resist the temptation to remove even "just one" specimen.	Las plantas lucen mejor cuando están en un entorno natural, por eso, resista la tentación de arrancar «tan solo un» espécimen.	Las plantas se ven mejor cuando están en un ambiente natural, por lo que resisten la tentación de eliminar incluso "sólo un" espécimen.	Plants look better when they are in a natural environment, so it resists the temptation to start "just one" specimen.
